9.3398 	WARNING 	User requested fullscreen with size [1024  768], but screen is actually [2560, 1440]. Using actual size
11.0919 	EXP 	Created window1 = Window(allowGUI=True, allowStencil=False, autoLog=True, backendConf=UNKNOWN, backgroundFit=<method-wrapper '__getattribute__' of attributeSetter object at 0x0000027D2890BC10>, backgroundImage=<method-wrapper '__getattribute__' of attributeSetter object at 0x0000027D2890BBB0>, bitsMode=UNKNOWN, blendMode='avg', bpc=(8, 8, 8), color=array([0, 0, 0]), colorSpace='rgb', depthBits=8, fullscr=<method-wrapper '__getattribute__' of attributeSetter object at 0x0000027D2890BA00>, gamma=None, gammaErrorPolicy='raise', lms=UNKNOWN, monitor=<psychopy.monitors.calibTools.Monitor object at 0x0000027D28C1D4F0>, multiSample=False, name='window1', numSamples=2, pos=(0, 0), screen=0, size=array([2560, 1440]), stencilBits=0, stereo=False, title='PsychoPy', units='height', useFBO=True, useRetina=False, viewOri=0.0, viewPos=None, viewScale=None, waitBlanking=True, winType='pyglet')
11.0920 	EXP 	window1: mouseVisible = True
11.0920 	EXP 	window1: backgroundImage = ''
11.0920 	EXP 	window1: backgroundFit = 'none'
11.0935 	EXP 	window1: Attempting to measure frame rate of screen (0) ...
11.0935 	EXP 	window1: recordFrameIntervals = False
11.2584 	EXP 	window1: recordFrameIntervals = True
11.4421 	EXP 	Screen (0) actual frame rate measured at 59.94Hz
11.4421 	EXP 	window1: recordFrameIntervals = False
11.4422 	EXP 	window1: mouseVisible = False
15.5526 	EXP 	emotionalMovieTask: status = STARTED
15.5531 	EXP 	window1: mouseVisible = True
15.6211 	EXP 	Created text = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0.0, draggable=False, flipHoriz=False, flipVert=False, font='Open Sans', fontFiles=[], height=0.05, italic=False, languageStyle='LTR', name='text', opacity=1.0, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text=str(...), units='height', win=Window(...), wrapWidth=1)
15.6262 	EXP 	window1: mouseVisible = True
15.6751 	EXP 	window1: mouseVisible = True
